Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DFS,DISH,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,EIX,EW,EA,EMR,ETR,EVHC,EOC,EQT,EFX,EQIX,EQR,EL,ES,EXC,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HSIC,HES,HPE,HOLX,HD,HON,HRL,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,JEC,JBHT,SJM,JNJ,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LKQ,LMT,L,LYB,MTB,MAC,MNK,MRO,MPC,MAR,MMC,MLM,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MS,MCO,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PRU,PSA,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,LUV,SWN,SPGI,SWK,SBUX,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,HSY,TRV,TMO,TIF,TJX,TSCO,TDG,RIG,TRIP,TSN,UDR,ULTA,USB,UNP,UL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,DIS,WM,WAT,WEC,WFC,HCN,HCN,WDC,WI,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XYL,YHOO,YUM,ZBH,ZION,ZTS
2010-04,51,52,36,22,34,34,25,66,54,38,48,53,10,72,48,56,31,35,47,66,28,34,65,38,33,20,39,44,33,59,25,68,70,59,82,58,37,53,0,48,62,30,38,49,30,86,55,52,47,70,67,40,75,55,68,62,78,43,18,53,43,49,32,37,23,76,33,39,51,22,74,30,39,45,62,62,58,47,79,65,47,79,69,40,54,30,18,37,52,67,47,79,58,37,66,31,36,54,60,32,42,87,49,61,53,53,60,67,23,41,49,61,53,76,73,16,47,53,31,28,31,48,59,19,65,33,60,36,28,39,48,73,90,18,60,56,56,29,55,14,19,43,33,58,93,18,45,37,31,56,36,64,76,19,45,75,47,32,26,75,32,43,52,67,58,25,52,65,55,48,43,80,64,68,27,75,38,47,45,50,75,61,62,32,83,0,43,20,50,69,39,69,13,42,53,46,45,28,92,59,61,23,48,68,34,35,59,28,62,80,41,70,73,65,48,56,67,60,75,53,73,48,59,26,26,17,37,48,41,54,52,35,68,61,45,49,63,81,39,36,53,62,61,32,31,38,0,38,43,50,65,33,41,31,31,7,29,32,28,31,70,20,80,51,26,58,19,50,8,33,73,9,63,66,60,46,53,30,79,44,18,39,26,35,36,60,38,2,24,25,37,26,59,23,40,38,81,55,0,91,20,46,64,43,37,35,54,54,51,48,54,46,47,52,55,46,22,49,34,76,43,58,41,46,46,67,57,57,51,29,14,45,43,27,26,40,43,63,38,72,42,68,68,51,77,50,65,71,0,63,54,85,33,33,20,8,29,36,73,27,36,54,34,51,17,74,21,36,54,49,38,40,44,48,63,27,12,19,41,58,59,34,58,36,29,55,75,9,1,61,50,43,68,16,80,100,26,26,40,41,92,44,26,44,16,88,37,53,81,15,37,37,40,69,70,61,31,54,50,51,58,100,39,60,16,15,79,45,7,82,32,57,39,69,6,34,69,41,34,34,81,21,69,72,31,0,78,9,65,43,38,52,93,52,46,44,1
2010-05,42,42,36,60,29,40,24,63,54,28,44,51,8,70,47,55,31,31,44,64,21,28,54,35,29,13,40,38,33,53,26,60,63,58,76,45,35,57,0,47,60,21,36,55,35,77,49,42,46,67,68,35,74,49,66,64,70,33,17,53,36,51,30,37,22,75,7,37,49,21,73,25,36,35,46,55,55,57,82,63,44,78,63,37,50,27,18,33,49,40,44,64,55,35,65,32,34,46,54,37,42,83,46,56,48,50,58,69,19,46,51,57,49,73,69,14,71,51,31,27,31,49,43,18,60,30,57,33,21,35,43,67,83,17,61,54,42,32,54,15,20,44,24,53,95,16,45,36,32,46,32,62,75,19,42,77,49,31,18,94,29,38,55,57,55,21,52,61,47,50,40,77,63,63,26,72,39,42,46,46,77,61,64,31,72,0,41,20,49,73,36,67,13,34,48,41,37,25,53,54,57,32,48,66,31,33,51,26,60,82,42,66,68,64,49,47,62,55,63,49,67,45,56,36,25,18,34,43,42,42,49,31,64,50,42,51,56,79,48,38,53,62,52,31,28,37,0,38,40,49,62,31,34,25,28,6,26,26,29,28,71,21,77,43,29,55,25,49,8,35,73,9,55,66,56,49,48,29,73,44,13,38,25,32,34,62,37,1,21,17,32,28,65,23,44,36,80,56,0,87,19,41,67,46,44,38,54,47,47,48,54,41,41,52,43,43,23,46,37,66,41,52,40,50,41,67,61,50,47,28,15,45,42,30,18,36,35,64,39,66,41,75,59,57,76,45,66,75,0,57,50,82,36,29,19,7,30,34,66,26,39,52,31,43,24,75,22,36,60,47,29,39,42,58,63,29,11,17,42,57,44,29,48,36,27,52,67,8,1,59,35,45,67,13,81,76,24,25,40,38,88,48,25,42,17,100,38,45,84,15,29,36,100,56,65,56,30,72,50,50,57,51,38,61,17,14,71,51,8,83,34,54,41,66,7,34,67,39,39,39,76,19,70,69,26,0,78,9,58,41,36,48,90,44,45,32,0
2010-06,45,58,34,21,34,99,22,70,55,27,56,51,8,72,50,56,31,28,60,79,30,33,59,36,33,9,44,43,35,59,17,66,60,60,75,55,39,56,0,48,62,31,37,51,56,78,48,45,44,80,68,38,75,56,69,88,65,35,18,54,37,46,18,40,21,75,7,38,48,17,80,29,40,38,44,51,60,74,84,64,46,76,64,25,67,31,18,35,53,43,50,61,62,40,70,32,37,50,60,35,48,84,47,55,48,53,61,68,18,47,46,57,44,80,71,15,60,50,35,22,32,48,41,17,61,29,59,43,23,36,47,71,75,17,62,54,48,33,64,16,20,45,25,53,94,23,45,38,33,41,33,67,71,18,47,80,49,30,20,62,30,39,58,66,52,25,49,74,51,53,42,78,65,65,16,78,35,44,44,54,77,62,36,29,67,0,42,26,47,76,38,67,10,38,49,43,40,25,41,53,69,29,48,67,29,35,55,26,62,79,42,65,76,59,50,45,60,60,70,46,72,49,54,36,26,19,35,43,40,46,49,36,67,52,30,46,64,85,47,49,56,60,54,35,27,37,0,40,42,55,68,36,35,28,32,5,27,29,32,29,72,15,82,43,26,61,20,53,8,34,74,9,55,72,63,55,55,28,75,49,12,38,25,34,37,62,34,1,18,17,32,32,70,25,44,34,70,57,0,99,22,44,57,47,75,32,53,56,74,44,59,44,42,40,47,42,26,44,32,65,43,45,43,60,42,72,59,49,44,29,12,44,47,30,26,59,40,63,40,69,43,79,57,47,78,45,62,71,0,43,54,91,48,32,21,8,25,35,69,27,39,57,32,51,20,72,23,40,56,47,35,39,47,52,63,23,10,19,28,62,46,25,50,34,37,53,71,8,1,58,34,46,65,13,85,85,24,23,40,46,98,47,27,41,12,69,41,46,86,16,27,38,24,62,69,60,29,63,55,50,60,46,37,56,17,11,78,54,11,92,33,52,42,66,49,36,83,41,50,50,75,19,71,69,25,0,91,8,59,43,34,50,92,40,47,30,0
2010-07,45,61,32,17,30,58,21,64,78,58,57,55,8,74,48,59,33,28,54,85,30,37,59,42,31,4,40,41,31,56,32,65,67,69,71,65,35,56,0,47,59,27,37,47,72,85,51,40,43,88,66,40,70,50,70,89,60,40,21,67,36,55,18,44,23,73,8,40,49,21,88,27,34,38,62,46,63,47,77,74,47,73,62,29,67,28,18,38,52,40,44,59,64,40,67,39,36,37,59,28,48,85,43,57,55,49,64,65,20,31,52,62,49,81,78,14,53,52,43,29,32,54,38,15,54,33,62,36,24,33,47,76,72,16,66,50,47,29,65,17,23,52,30,49,92,30,41,41,31,41,34,63,72,19,44,65,50,34,16,47,33,42,56,70,50,28,53,66,50,66,40,73,69,71,26,79,35,43,42,51,67,57,38,31,66,0,41,49,49,78,37,67,11,34,49,41,41,25,51,57,68,26,47,70,32,35,54,31,61,78,41,65,91,61,52,44,53,66,70,45,70,46,54,33,24,16,34,43,41,38,45,43,69,64,31,45,57,82,51,37,61,59,59,39,29,40,0,45,40,49,71,33,44,31,32,7,26,28,38,30,73,15,87,38,23,56,17,62,8,32,81,10,54,75,61,46,49,29,76,42,16,35,25,31,31,66,28,1,17,15,31,34,61,26,53,43,60,58,0,91,25,38,58,46,59,30,51,58,50,52,58,48,43,47,48,42,29,43,32,68,42,47,40,55,47,73,54,60,44,27,12,40,40,35,25,44,50,67,39,73,44,88,59,47,83,43,70,73,0,48,54,90,64,36,22,7,31,42,79,28,38,54,31,45,28,77,25,38,66,45,31,40,36,49,71,22,11,19,39,63,63,22,47,38,34,50,81,8,1,59,37,51,68,13,83,72,22,22,39,42,85,47,26,39,19,34,48,48,73,19,33,40,22,68,67,59,30,55,50,55,63,46,34,54,16,9,77,44,6,88,33,49,47,68,18,36,59,49,39,39,74,25,74,78,27,0,97,8,63,40,31,39,95,42,42,41,0
2010-08,45,51,34,15,31,46,21,67,67,30,55,58,7,74,50,57,35,25,48,83,27,39,64,38,31,10,42,40,30,60,22,67,71,70,73,52,33,53,0,46,60,27,41,51,82,86,49,41,41,89,64,34,74,52,68,85,60,38,20,67,36,53,20,44,23,79,9,37,48,18,85,25,34,37,42,45,66,47,73,74,47,82,63,33,63,34,19,39,50,49,39,56,65,40,69,39,34,43,62,40,50,83,44,56,54,49,68,69,17,28,53,74,50,84,78,14,72,53,42,24,43,53,40,16,57,33,63,38,23,33,50,74,74,16,62,49,50,37,69,18,24,51,34,52,94,30,40,44,30,39,35,68,74,18,36,69,49,36,15,45,30,41,57,64,52,25,57,67,53,66,36,78,69,72,30,79,36,45,43,51,70,61,31,39,65,0,40,55,58,80,36,65,10,38,50,40,36,27,50,59,69,23,60,69,33,35,52,29,58,73,43,69,77,57,48,49,60,69,73,45,70,46,58,29,24,17,40,45,100,36,47,44,68,59,33,52,56,83,55,35,59,57,52,34,29,44,0,47,40,53,71,33,36,26,32,6,27,30,34,29,69,14,91,38,25,56,17,59,7,36,77,10,57,71,66,47,52,27,79,43,19,34,23,31,34,63,27,0,18,17,31,26,65,25,44,41,58,57,0,97,26,42,47,47,62,34,55,61,55,47,66,52,39,44,46,44,24,45,30,57,41,52,42,74,44,75,49,67,46,27,13,40,48,31,26,42,48,70,38,74,42,77,58,48,83,42,75,74,0,43,55,90,53,31,22,7,27,31,79,29,33,57,32,48,25,82,23,38,61,47,30,42,43,48,68,22,12,17,29,59,62,29,56,39,42,60,83,8,1,59,35,53,66,14,86,64,28,22,39,42,81,49,26,38,17,32,48,55,83,21,29,45,29,71,69,62,30,58,49,58,63,44,35,56,16,10,79,52,6,89,48,59,46,65,6,34,73,51,37,37,79,21,72,79,24,0,100,9,62,39,30,45,96,40,45,39,1
2010-09,44,52,32,17,30,43,23,66,60,100,50,45,7,73,49,57,37,30,56,85,24,36,60,41,34,19,45,44,31,61,23,66,57,68,78,55,31,54,0,57,59,29,45,45,66,85,51,37,40,86,62,33,76,47,66,79,70,37,20,62,37,45,22,46,24,77,8,39,46,18,84,26,32,43,57,55,68,45,83,84,41,80,65,50,55,24,17,38,57,36,35,61,62,38,65,36,33,45,62,39,45,85,46,55,52,52,65,68,33,30,51,76,46,83,73,14,59,51,38,25,32,54,39,20,58,31,66,37,21,34,51,75,70,17,59,54,46,36,69,17,26,46,27,52,91,21,42,43,29,41,37,67,74,22,51,72,52,35,28,46,30,39,60,60,54,28,55,67,50,62,36,76,72,78,22,81,38,41,49,49,73,58,42,34,62,0,48,58,59,66,39,65,10,39,47,37,42,24,39,60,75,24,45,62,34,37,54,28,58,83,43,68,91,53,51,59,63,68,66,43,84,44,55,26,25,20,41,47,59,41,42,43,72,60,35,53,59,84,41,33,57,60,53,32,27,45,0,44,44,50,70,36,41,27,35,5,27,31,36,30,72,13,87,39,24,56,13,55,7,33,71,10,58,67,58,53,49,29,78,42,17,37,24,33,44,64,33,1,18,16,33,23,59,23,45,41,77,57,0,98,28,44,60,44,62,33,53,61,57,50,61,43,39,44,54,42,18,47,33,57,41,49,42,71,46,75,41,63,45,27,15,41,47,31,19,42,44,70,38,69,43,70,62,52,86,40,70,72,0,43,54,88,59,32,15,7,30,38,81,26,32,54,31,53,21,74,21,39,70,46,29,41,43,47,66,22,10,16,29,60,64,47,45,40,36,54,79,8,1,57,36,53,66,13,87,69,30,23,38,42,83,55,29,41,25,28,39,48,89,19,30,45,37,70,72,58,29,53,52,56,64,44,35,57,15,15,69,50,6,82,32,46,44,62,6,35,57,50,58,58,76,20,69,74,27,0,83,10,65,41,32,49,95,41,44,39,1
2010-10,43,53,32,18,29,36,22,64,59,27,49,55,7,72,47,55,38,34,51,81,25,38,64,38,39,27,45,40,32,59,22,68,61,67,79,57,32,53,0,46,59,27,42,44,45,87,50,37,41,87,62,31,71,50,62,74,75,38,19,62,36,41,22,44,22,85,8,36,45,25,88,24,28,39,56,66,70,45,80,83,37,81,66,45,59,27,17,36,54,37,36,64,59,39,66,40,33,50,63,27,44,85,47,56,52,50,67,68,25,31,50,78,47,78,75,13,59,54,35,24,32,53,45,18,54,50,65,37,20,33,55,70,68,16,56,50,42,33,76,19,28,44,29,50,83,18,43,42,29,46,39,65,76,25,47,77,50,34,11,42,29,38,69,57,58,32,54,66,52,55,37,77,72,75,21,73,42,37,48,48,76,57,28,33,66,6,52,61,80,60,36,68,9,40,46,36,39,29,43,73,75,25,52,55,33,43,52,33,58,84,47,67,89,52,58,62,67,72,69,44,76,44,54,28,24,17,41,47,62,45,38,46,67,61,34,52,61,81,35,33,57,62,43,32,33,49,0,44,54,44,69,35,37,28,32,6,28,31,36,28,69,15,86,36,22,62,20,53,7,30,70,13,61,80,55,51,52,28,78,43,15,36,25,34,29,65,34,2,20,22,35,22,58,24,39,40,80,61,0,89,29,44,43,48,68,31,52,66,47,52,64,48,37,46,54,43,18,47,35,58,40,51,41,56,45,75,36,69,46,26,13,43,42,39,26,43,45,71,38,70,41,66,67,55,85,41,67,76,0,57,57,87,76,31,25,7,32,32,85,24,41,50,30,49,20,77,23,42,76,47,28,41,44,48,62,26,11,16,27,67,58,39,49,41,38,54,85,8,1,58,40,56,67,13,81,84,27,19,41,42,86,50,31,41,22,22,35,50,85,20,32,44,41,70,69,52,31,46,54,57,65,42,38,57,15,15,68,49,6,81,30,41,46,64,5,30,64,52,54,54,77,17,69,75,24,0,73,10,67,41,34,51,97,46,45,34,0
2010-11,41,41,33,17,29,39,20,66,55,33,52,57,7,76,45,54,49,31,57,79,26,36,63,39,40,14,45,38,31,58,16,70,60,65,75,51,52,51,0,42,58,24,45,41,39,87,48,34,41,85,61,33,70,49,58,75,71,37,17,61,37,61,20,77,27,79,11,39,47,18,88,24,31,35,50,97,74,43,84,81,51,85,66,43,51,29,18,35,53,50,34,60,59,43,64,40,34,43,66,27,43,86,46,54,50,49,57,70,20,31,69,75,43,80,71,12,66,48,32,23,32,69,50,17,46,41,68,36,19,30,49,72,67,15,54,54,41,33,64,21,29,41,28,48,70,15,43,39,27,45,36,63,80,24,38,76,54,31,18,45,31,36,52,48,68,22,48,63,51,51,35,74,74,72,16,75,52,37,49,44,78,56,46,39,66,0,44,55,78,63,33,70,10,39,58,36,40,31,37,71,74,25,41,50,34,41,49,48,58,80,60,68,90,62,62,58,74,67,64,43,75,43,55,33,23,23,42,47,52,41,38,44,70,54,35,45,59,81,48,34,53,57,42,34,27,79,0,49,74,45,67,43,37,23,36,5,27,29,38,27,81,14,82,31,25,57,15,48,7,34,73,19,66,78,55,50,46,29,80,44,18,36,22,33,32,61,36,1,19,19,32,23,49,24,44,41,83,65,0,93,30,40,47,46,54,31,54,68,53,70,59,41,33,46,51,43,17,43,33,48,39,46,43,62,42,80,34,73,43,24,13,41,35,36,19,47,43,84,37,73,37,60,61,52,75,36,63,82,0,50,57,86,79,30,14,7,22,39,83,23,52,47,32,53,22,85,17,43,76,44,44,43,49,41,56,30,15,17,41,68,56,33,53,48,31,50,79,7,1,56,37,85,67,11,80,76,24,18,42,39,84,61,28,52,16,22,31,47,84,24,30,42,18,68,70,48,27,62,54,67,67,42,34,55,15,11,65,51,6,85,28,48,76,71,6,34,74,53,50,50,82,18,72,92,23,0,61,10,68,40,34,53,96,43,44,25,0
2010-12,45,42,26,15,24,36,18,63,52,24,49,49,7,82,46,59,59,27,56,78,20,28,62,33,32,4,43,34,27,53,15,65,54,70,72,45,40,50,0,40,51,23,49,40,37,94,46,38,35,92,54,30,65,47,54,79,59,46,18,65,28,78,18,89,19,91,20,34,46,17,84,20,28,40,55,73,80,42,72,82,34,83,53,42,52,27,19,38,48,30,40,65,64,41,74,40,31,39,56,32,43,70,43,56,54,47,48,66,18,27,90,74,35,86,77,12,53,42,32,30,30,76,48,11,43,37,66,39,17,31,64,65,67,14,61,43,41,24,70,23,34,46,23,42,64,17,39,41,25,44,30,59,77,22,37,69,51,32,21,38,31,34,42,51,74,25,48,56,50,52,33,77,77,70,16,92,63,33,44,38,62,50,26,55,63,9,50,60,73,68,28,67,8,36,43,27,33,25,38,66,73,23,44,49,37,37,49,67,51,71,62,65,69,58,61,63,58,71,62,40,63,39,53,24,21,22,32,42,55,42,40,39,75,53,36,40,57,76,58,27,58,48,31,32,28,89,0,54,81,42,63,37,32,22,35,5,24,29,36,25,78,14,83,27,20,49,17,46,6,27,100,23,65,68,49,39,42,24,73,36,19,32,23,31,31,58,27,1,16,15,30,25,43,25,41,40,64,53,0,79,36,33,40,38,75,25,54,72,58,82,63,40,32,38,44,42,18,46,30,44,36,45,39,46,51,85,29,74,38,20,14,39,37,30,17,33,46,100,34,74,34,60,59,44,74,34,70,83,0,48,58,83,60,25,14,6,19,31,89,24,25,39,28,43,20,91,16,40,71,40,20,46,34,38,47,18,25,17,29,71,47,25,52,50,27,48,88,7,1,49,43,89,70,13,77,73,21,17,51,36,75,80,31,62,25,24,27,40,77,34,28,45,19,72,91,39,26,58,49,80,67,44,28,47,14,17,68,33,6,100,22,42,79,77,5,31,64,58,37,37,90,15,66,87,22,0,54,8,66,36,29,38,96,41,39,27,0
2011-01,47,47,30,19,25,46,20,71,55,30,52,49,8,76,47,62,45,29,50,82,23,32,67,39,35,23,44,37,29,62,21,72,58,65,72,55,37,55,0,48,55,28,45,47,31,87,51,43,44,87,56,30,71,52,59,75,66,53,19,62,35,47,19,54,21,88,68,39,49,28,88,23,28,38,48,84,75,43,83,88,55,76,62,40,60,33,18,38,53,37,38,68,62,47,68,42,32,50,64,24,41,81,43,58,51,48,58,69,19,25,53,83,42,81,73,13,61,48,33,25,32,57,40,16,59,39,68,42,22,34,66,73,62,15,63,51,49,39,68,21,25,53,29,49,65,17,42,50,27,48,35,65,77,24,46,62,50,34,14,48,32,40,51,50,54,25,56,59,65,54,37,77,79,82,28,74,78,36,48,46,84,54,36,36,67,6,49,62,53,63,38,70,8,41,46,38,38,30,52,52,77,24,42,49,34,40,54,33,59,84,46,65,89,54,58,65,55,69,67,42,73,41,57,26,21,18,38,47,46,58,41,42,75,56,41,50,63,76,49,33,55,60,36,34,34,50,0,50,63,44,69,39,42,27,38,6,28,31,39,30,71,14,80,32,19,75,17,53,7,33,74,12,61,73,61,44,46,26,82,40,14,34,25,31,24,64,40,1,19,15,35,24,82,26,53,43,73,52,0,92,39,36,45,46,60,35,50,79,73,55,72,42,34,48,47,41,19,45,34,59,35,45,41,68,56,77,33,70,42,22,15,41,36,31,21,46,44,73,35,78,39,68,66,48,79,39,68,81,0,51,66,86,73,28,23,6,31,31,87,27,35,51,31,51,26,73,17,43,81,43,28,42,42,41,54,24,13,30,41,80,65,32,52,52,36,52,83,6,1,54,48,58,71,7,71,79,23,19,39,42,81,54,27,42,24,24,45,56,78,22,36,48,20,68,68,42,30,51,54,56,66,46,31,49,13,16,73,52,6,85,29,45,49,71,6,34,61,56,48,48,84,18,69,81,28,0,52,6,67,38,29,45,92,46,46,31,1
2011-02,49,50,33,19,28,40,19,76,53,31,51,76,7,72,56,61,42,30,48,80,20,49,65,40,34,10,46,41,31,61,24,70,64,72,75,51,39,59,0,45,57,25,45,50,31,85,52,38,41,89,57,32,76,55,58,75,69,42,21,64,34,42,30,52,22,84,81,45,52,19,83,25,30,41,45,69,74,49,83,93,63,78,70,43,60,36,22,38,57,54,32,67,59,54,73,49,32,48,61,40,44,80,47,55,52,50,62,78,26,30,57,92,44,77,76,13,81,54,34,20,48,53,45,15,59,42,72,39,23,71,60,73,67,15,61,52,57,29,66,18,26,48,30,49,77,18,43,46,28,57,36,66,75,26,52,67,51,35,28,64,31,41,62,54,57,24,58,63,59,51,37,78,79,80,32,79,75,38,56,47,83,56,37,36,68,6,55,60,52,58,37,67,6,39,45,37,37,29,35,53,79,24,46,54,33,37,55,27,62,85,44,64,98,55,51,68,59,73,63,42,81,44,55,32,22,19,38,47,46,60,39,46,78,57,42,47,60,81,52,33,55,59,45,66,27,47,0,46,53,45,73,34,41,28,36,7,31,27,43,28,74,15,85,48,22,69,15,54,8,36,71,10,61,69,58,49,49,28,79,43,20,36,25,31,31,62,38,1,21,18,33,26,66,25,48,42,96,57,0,98,36,39,66,51,100,34,51,78,67,52,66,55,36,52,54,38,21,45,34,54,38,58,42,51,48,81,38,74,48,26,14,48,35,35,25,50,43,70,38,78,40,77,63,49,84,40,67,77,0,54,65,85,88,28,18,7,25,39,92,25,35,50,31,53,19,75,18,48,80,47,25,39,53,48,54,22,12,17,39,81,53,35,52,43,34,54,86,6,1,54,47,54,75,12,82,82,24,21,45,46,84,56,28,42,21,25,43,53,88,23,28,46,21,65,70,44,31,67,54,56,68,49,32,56,14,15,70,62,6,83,29,45,48,66,6,33,44,60,64,64,74,19,64,81,31,0,51,11,66,41,32,55,95,46,48,37,1
2011-03,49,53,34,19,30,36,18,64,53,26,52,58,6,73,46,61,40,29,58,78,25,47,65,42,48,14,48,37,33,100,23,65,57,74,76,59,28,52,0,44,60,26,43,48,30,86,52,40,42,88,55,35,75,56,58,82,73,39,21,64,34,46,41,49,25,79,40,40,51,23,81,25,33,46,52,55,75,42,83,85,70,79,66,49,59,33,18,38,61,50,41,65,57,46,73,58,34,49,63,34,42,84,47,54,51,51,59,76,18,31,53,77,48,76,73,16,80,51,33,23,56,54,48,17,52,39,69,40,23,36,57,72,72,15,61,60,53,31,62,18,26,43,28,48,78,18,43,42,28,45,38,68,73,25,44,73,52,37,15,59,29,42,59,49,58,21,59,68,53,50,38,77,79,82,24,79,60,38,54,50,82,55,41,37,67,5,46,60,56,56,35,70,7,42,45,38,38,29,36,55,76,23,48,59,30,37,55,24,65,86,43,61,92,58,47,53,61,71,76,45,75,45,51,30,21,21,36,52,40,50,37,46,77,50,42,46,57,79,42,33,53,58,47,41,29,49,0,46,49,45,75,34,39,28,33,6,29,27,46,29,81,14,82,33,22,68,16,54,8,33,71,10,64,73,55,47,47,27,81,45,17,35,26,30,33,65,40,1,19,16,32,24,55,23,46,42,77,59,0,99,37,36,51,49,72,32,54,73,75,53,67,46,34,51,53,38,24,46,34,60,38,60,41,72,48,80,44,69,50,26,12,43,40,33,23,54,39,67,41,76,42,79,63,50,82,42,67,80,0,41,56,83,100,31,22,7,32,37,88,26,27,51,31,50,19,78,19,47,76,45,23,38,47,45,60,19,11,22,40,81,62,32,54,47,35,57,84,7,1,55,44,54,78,10,87,75,23,20,41,47,86,46,27,49,18,22,42,55,89,22,31,46,22,63,70,50,30,53,57,54,62,46,33,54,14,16,65,56,6,84,24,40,45,64,6,33,47,59,78,78,72,20,68,75,25,0,61,13,68,41,34,53,98,43,48,34,0
2011-04,49,50,34,19,27,37,18,62,51,30,50,59,6,73,46,59,40,30,50,77,35,45,73,41,36,8,47,36,31,76,25,59,64,78,74,57,26,51,0,41,59,31,39,49,33,87,51,40,41,90,52,33,72,53,56,73,75,40,21,67,31,46,30,46,28,76,39,40,50,20,90,23,29,37,58,55,78,40,78,85,58,79,65,38,57,33,19,41,57,46,43,68,57,51,73,50,33,42,57,36,52,83,46,55,54,48,64,71,19,32,54,68,45,76,78,14,65,51,32,22,40,57,47,15,62,40,69,43,22,36,57,74,84,15,60,53,59,30,63,22,30,44,27,50,81,21,43,44,28,45,33,65,73,22,46,74,52,39,22,63,28,43,56,56,57,22,64,65,52,59,38,88,81,87,23,78,39,39,50,45,89,55,57,39,66,6,47,57,53,61,33,69,6,47,44,44,36,25,34,59,75,23,48,68,29,37,52,26,63,79,43,58,82,67,43,56,59,75,69,49,70,45,48,37,20,23,37,49,39,49,44,44,73,61,36,52,58,75,55,36,57,55,59,38,25,51,0,57,55,44,75,38,40,27,40,8,29,27,43,27,95,13,87,41,19,65,14,55,8,32,70,10,65,90,58,50,47,25,78,41,19,33,26,29,46,67,36,1,20,18,32,23,56,23,54,43,100,56,0,91,38,43,52,52,71,30,55,73,64,56,65,42,33,55,53,38,31,49,33,70,37,69,40,55,47,79,55,71,49,23,15,39,43,33,22,46,44,72,38,76,40,77,63,55,83,42,74,82,0,43,55,88,82,28,27,6,28,47,90,28,25,49,31,47,23,81,20,45,72,44,22,37,44,40,66,20,12,21,44,82,56,29,51,46,39,57,87,6,1,54,48,56,78,13,80,69,24,20,45,44,85,48,28,56,15,37,43,58,84,25,32,49,19,65,66,55,30,56,52,54,65,52,31,51,13,15,64,70,7,85,23,38,46,72,6,38,49,63,54,54,66,18,64,87,27,0,62,13,66,37,32,45,95,50,44,36,0
