Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC
2015-10,36,50,24,16,18,27,8,55,40,13,64,44,5,68,48,50,71,32,49,67,26,71,66,59,25,12,35,23,16,52,11,61,39,86,33,71,15,49,75,32,59,23,21,37,45,53,28,28,28,74,36,18,55,66,62,55,69,71,81,83,25,39,37,33,32,67,9,33,47,14,71,17,40,32,31,31,96,20,84,64,41,92,61,31,74,58,20,88,80,53,42,39,49,21,79,82,50,34,71,26
2015-11,31,43,22,14,16,30,7,60,38,20,58,43,5,68,45,50,83,22,47,64,23,67,56,100,21,15,33,22,15,53,12,62,58,82,32,67,36,45,63,29,57,22,20,32,43,51,26,30,25,77,36,17,54,62,59,53,63,70,75,81,24,60,34,65,21,66,12,30,42,11,66,15,39,30,26,40,90,17,88,57,35,90,56,29,75,54,18,81,66,49,38,36,47,21,74,95,23,31,72,29
2015-12,31,39,20,12,15,31,6,59,34,10,57,36,4,72,44,53,93,28,48,65,21,57,54,44,20,21,30,18,13,49,11,59,41,84,30,67,19,41,57,27,55,20,24,33,44,55,25,24,23,82,34,15,50,59,59,55,55,76,84,83,22,79,29,63,18,61,12,27,40,10,66,15,39,29,38,30,97,17,80,59,37,90,48,28,70,51,19,89,65,57,33,38,47,25,72,85,22,28,65,24
2016-01,37,48,23,15,17,32,7,67,39,14,62,38,5,70,46,55,75,38,44,67,33,73,57,42,21,16,29,22,14,51,12,67,42,85,31,80,21,43,66,29,57,21,28,34,46,52,26,30,27,78,34,19,53,70,56,53,58,100,88,85,25,48,38,36,23,69,51,30,45,12,71,15,40,33,33,31,92,20,85,66,58,86,56,26,84,68,19,87,68,59,36,44,49,30,82,84,31,32,74,34
2016-02,38,46,25,15,19,41,7,70,39,13,61,40,5,68,48,52,66,29,42,70,28,65,64,48,25,9,30,22,16,50,14,59,44,90,31,71,27,44,69,33,58,26,22,31,44,53,27,30,26,82,35,20,57,69,58,48,63,76,87,86,29,40,45,33,23,67,79,31,50,15,75,16,42,31,43,24,94,20,89,70,66,85,61,31,74,67,19,85,74,56,40,42,46,53,73,90,31,41,68,29
2016-03,39,45,24,15,19,42,7,59,37,13,64,41,5,67,47,56,66,25,47,73,28,72,60,47,22,9,31,23,16,50,9,55,47,95,31,73,21,44,66,31,61,24,21,31,41,53,28,33,25,80,35,20,57,71,56,51,63,72,87,90,27,43,45,31,23,66,41,35,47,15,72,16,38,30,38,22,96,19,86,69,51,81,61,29,74,67,19,80,76,70,38,44,45,64,71,77,28,32,65,29
2016-04,37,45,23,14,20,24,7,55,37,11,72,40,5,66,49,54,66,29,43,71,27,69,60,81,25,32,30,23,15,48,12,53,54,89,30,84,17,43,73,34,63,23,22,42,45,53,27,30,26,80,34,19,57,70,52,51,63,71,90,89,30,44,49,29,25,63,38,29,48,15,73,16,30,30,32,22,93,18,88,68,44,84,58,21,75,70,22,80,72,52,43,43,46,30,72,70,30,33,60,29
2016-05,32,45,22,27,18,25,6,54,35,17,63,42,5,66,47,57,66,25,39,68,26,63,56,48,24,12,29,22,15,47,11,50,41,88,29,75,23,42,65,32,61,22,21,42,45,50,25,31,26,77,34,22,56,66,51,48,59,65,87,90,27,46,48,30,23,60,8,28,46,14,66,15,27,29,28,20,92,17,81,68,49,80,59,20,70,62,19,77,71,56,42,36,50,28,70,72,30,40,59,20
2016-06,35,50,22,13,18,22,6,53,36,12,68,39,5,70,52,59,68,24,40,77,26,68,66,44,30,16,31,21,15,50,10,53,43,95,29,76,17,44,66,30,61,24,21,30,51,53,26,33,26,82,35,20,57,69,57,52,56,71,89,93,28,46,37,31,23,65,7,29,49,16,65,16,27,32,24,18,95,20,82,70,53,79,63,18,74,70,20,89,74,53,46,40,49,22,69,69,34,34,60,28
2016-07,36,44,22,13,19,22,7,57,35,11,68,41,5,66,51,61,73,34,41,74,29,58,75,43,25,10,29,20,14,50,9,54,40,100,27,76,13,44,60,29,59,25,19,29,62,54,25,30,23,87,34,20,56,70,58,54,52,69,92,100,27,54,37,34,21,63,9,32,48,12,64,15,24,28,27,18,97,17,79,73,60,78,58,19,76,68,19,89,74,52,45,41,51,18,71,85,34,32,62,24
2016-08,36,45,23,13,19,24,6,61,35,12,73,42,5,63,50,58,72,49,42,75,30,63,70,47,28,10,29,21,14,50,11,67,37,96,28,78,12,43,61,31,63,24,22,29,68,53,25,28,23,84,35,23,59,71,60,56,57,73,99,96,26,51,38,35,28,65,8,28,47,14,69,20,26,33,25,20,97,17,80,73,48,82,60,21,71,74,21,91,79,60,48,41,55,24,72,72,38,36,65,25
2016-09,33,45,22,14,17,31,6,71,38,35,78,36,5,60,48,51,73,37,74,71,30,63,73,45,26,13,30,21,15,48,10,56,40,88,30,79,13,48,65,31,60,22,21,27,57,51,25,33,23,78,35,22,58,71,56,65,63,71,88,90,28,41,36,33,26,73,7,29,46,13,70,16,24,31,24,23,92,23,80,65,44,87,60,36,73,70,18,82,75,54,41,37,53,25,69,72,38,36,65,21
2016-10,31,47,21,14,18,27,6,64,37,15,66,36,5,60,46,51,79,33,56,67,26,63,66,43,23,11,30,20,14,49,13,60,35,84,31,70,17,41,65,30,60,21,20,48,44,49,25,29,23,74,35,21,59,69,53,58,64,69,83,87,27,39,35,31,22,69,8,28,46,14,67,18,23,28,30,26,89,17,80,61,44,90,59,28,67,73,17,83,75,47,40,35,49,19,68,80,36,29,67,20
2016-11,33,45,23,15,18,23,6,64,36,16,61,58,5,61,50,47,93,44,53,65,25,75,56,46,22,10,28,19,14,52,9,62,38,81,31,64,17,43,64,29,60,18,20,40,41,49,24,28,24,75,34,22,58,70,51,53,63,70,80,83,25,58,35,64,22,67,12,27,46,12,64,16,25,27,25,30,89,20,80,57,44,95,58,29,75,70,19,75,72,53,38,38,45,18,65,67,37,31,74,23
2016-12,34,39,18,12,15,23,5,59,34,12,63,35,4,64,48,49,100,34,50,64,24,88,52,38,19,18,26,17,12,47,9,56,34,84,27,60,14,39,54,27,56,19,21,27,41,51,23,27,21,82,33,19,52,59,48,54,51,75,92,91,23,77,32,59,22,60,11,41,41,9,63,14,23,25,21,26,91,17,75,59,48,93,48,24,65,59,19,80,63,41,37,41,46,22,64,61,35,27,65,25
2017-01,34,47,19,15,18,28,6,69,36,14,62,36,5,60,47,52,80,41,43,68,31,70,56,43,25,21,27,19,14,50,11,68,39,77,29,88,12,41,67,30,58,23,19,30,41,48,25,31,24,74,34,21,57,67,53,52,57,97,86,83,28,44,41,33,24,72,47,30,45,10,67,17,22,26,27,31,86,19,87,64,62,86,57,24,76,68,19,79,69,45,42,41,45,19,69,66,37,30,79,27
2017-02,35,46,23,16,19,26,7,62,39,14,68,37,5,58,46,48,73,47,42,68,28,67,56,48,25,29,30,20,15,53,12,58,43,79,30,85,17,45,66,31,61,22,20,30,44,49,25,29,25,75,36,25,60,71,53,49,63,77,94,85,28,38,60,30,25,72,80,31,47,13,73,17,22,27,30,27,87,20,86,69,54,84,60,25,78,72,19,75,78,46,41,46,43,21,66,65,45,36,73,29
